target_frequency_ghz,target_bandwidth_mhz,substrate_epsilon_r,substrate_height_mm,patch_length_mm,patch_width_mm,feed_width_mm,feed_offset_y_mm
2.9358,274.757,2.2,2.727,31.442389618304794,44.40718285788963,2.9124643471584157,-11.506837819408268
4.6291,299.546,3.0,2.15,17.614028882847382,27.09576398613563,1.5329663653415573,-6.661063397767451
3.0,157.845,4.4,2.826,23.58248949920076,30.441779556806743,1.7389427745777013,-7.237551731116575
5.1026,47.48,4.4,2.792,13.227510734605586,18.58169113390441,0.9964512113733162,-3.597728503971052
5.7346,129.18,3.0,1.442,14.990395806469891,19.351398115613076,1.1182947835819397,-4.627916673593188
4.4281,210.996,4.4,1.581,16.125560589762813,21.017981055459952,1.1605801793214765,-5.596691263393654
5.2945,121.617,3.0,1.204,15.156321552069745,21.460024548583448,1.17083493309551,-4.438545332278719
2.0446,194.419,4.4,2.45,33.4941206276632,45.24536127462121,2.7667635533613377,-10.908267387392398
1.7106,62.59,3.0,0.819,49.47307558542877,64.76845733725405,3.251702902331322,-14.423490655189024
3.9116,223.622,4.4,2.054,16.92119792414491,25.893409096713768,1.4503567770237522,-5.713925689843726
1.5092,242.422,2.2,0.808,67.18607340411182,81.18432891494272,4.946992930932889,-23.33275118599515
1.8606,206.849,4.4,1.799,36.557585404870935,53.2895259767262,3.039461974148115,-11.327270922927951
4.9397,137.447,4.4,1.253,14.507996945698922,18.996011212137415,1.043013148239884,-4.366169922903382
1.8739,244.259,3.0,2.539,46.78797988139099,58.46037015388889,3.726473731907944,-15.75012440820353
3.7733,242.772,2.2,2.488,24.339617329767165,32.74174663109079,2.1954641936104724,-8.26484285280808
1.015,213.985,4.4,1.648,67.55890274368294,91.93845539951865,5.310165961167583,-22.48196000073816
3.6613,256.388,3.0,2.151,22.259709571558865,30.27303944640628,1.9201847939472976,-7.667315653933477
2.4393,93.226,4.4,0.806,28.732230307609388,36.12693316840338,2.018187737015154,-8.810728978873643
3.3343,56.449,4.4,2.74,20.40566541455046,26.871288669706708,1.5178110358317476,-5.773306105806695
5.7874,83.536,4.4,2.939,11.352787500698732,16.751047944472365,0.9013993404961717,-3.257213549191301
5.4639,129.097,3.0,2.718,14.142738565665384,20.55051345032837,1.174032200063828,-4.2290354709961
2.8563,106.612,2.2,1.341,35.417950445239555,40.467953762122455,2.513336964596292,-10.564852143720556
1.0323,249.033,3.0,2.282,81.82482971223241,118.04820221444857,6.7204508016012285,-27.785918789394707
5.3087,276.775,2.2,2.624,17.227427009869565,25.905572373184835,1.6374249715136908,-5.955162767520525
3.4046,296.205,4.4,1.783,19.98875757995601,31.438812353331794,1.7197484682744917,-7.32633431565934
2.7936,143.277,2.2,1.887,35.12020428716664,44.47221496303765,2.656277920085625,-11.21641801914372
5.2457,249.353,4.4,1.907,12.385742940236884,19.884479196521227,1.0873143824096771,-4.126935627903468
2.7729,151.019,3.0,2.541,31.64657454638716,42.13985352926294,2.370280174342048,-9.977792396224148
2.1621,42.625,3.0,1.294,39.64789964199027,47.66387590460626,2.535221537875028,-11.598026394019971
3.7456,283.038,4.4,2.273,18.35828496525137,27.1249720612744,1.567504348836373,-6.580686710292274
1.4417,42.26,3.0,1.082,62.01862450419826,73.00926548140586,3.858165189659783,-16.04830923223255
5.1085,194.075,4.4,2.939,12.138125593341943,18.46025744805356,1.15078451690036,-3.7540932347896048
4.3007,226.674,3.0,0.922,19.437941209802187,26.59810736121369,1.5214219289318456,-6.647987825280734
5.5146,110.888,3.0,1.479,15.22995560415874,18.978648638075956,1.133879076574021,-4.867312925662417
5.8868,163.765,4.4,0.936,12.302929941376302,16.144952299515353,0.8959570411613852,-4.052748940548326
1.4848,195.887,3.0,1.606,55.1408219605294,72.05493020139936,4.424096144091692,-18.29829945492025
3.9151,53.308,2.2,2.614,23.41626841061038,28.787000960382645,1.850639340874689,-6.4393891961756085
5.1301,32.383,4.4,1.926,13.233711854559331,18.711559998322823,0.8892105553160213,-3.4465224081558667
1.3558,261.631,4.4,2.247,53.6442957451897,72.13133607335874,4.336791888236351,-18.559673926860015
1.3662,264.224,4.4,2.123,51.06577124095481,71.46552396876602,4.239024804311942,-19.253483339262207
4.7454,221.24,2.2,2.545,19.462973818601164,26.22728356707962,1.7580433542556846,-6.935776391893748
4.1678,41.556,3.0,1.687,19.956189208680527,25.124800882739088,1.3748409601244571,-5.562604599379125
2.2994,51.62,2.2,1.787,44.47170995166211,52.25390144784403,3.0140792631805904,-11.409929727306409
1.4917,279.835,3.0,1.353,57.09178838731624,77.74208121835677,4.717989706304232,-20.123648783779277
4.2882,188.226,4.4,1.71,15.314027294100269,22.93020540397699,1.2949025558783818,-4.848050332687472
4.4905,153.185,2.2,2.773,20.199545993045067,27.944313153327105,1.818391797183904,-6.250377723285625
2.5695,192.258,4.4,0.847,26.5790201922336,39.32007960502287,1.8976466534990832,-8.228793629060828
1.3014,223.873,4.4,2.175,57.121512007512656,75.19892001105235,4.24206972632913,-19.30535424132512
5.3388,235.5,4.4,2.539,12.307031660722958,17.786788441764326,1.0643267900280498,-4.199561543897858
5.0125,36.2,4.4,2.682,13.121324089319614,17.338315315810124,1.0061538553059095,-3.501507031627135
4.0101,280.787,2.2,2.403,23.71247025820449,34.437427626050805,2.1450354605800444,-8.129407845366574
3.7464,198.375,3.0,2.367,21.961699411658557,28.529656074139343,1.8490716009708696,-7.117275566818573
2.0451,290.258,3.0,1.851,41.97296650870816,59.18264090816655,3.4607161308493524,-14.753441396632288
4.6432,129.666,3.0,1.603,17.91608002417328,23.62363877120829,1.3258703363284017,-5.436829834487363
3.9943,116.247,2.2,2.426,24.907923229473194,30.34004885425472,1.8976836175389773,-7.195561196353158
2.7397,129.925,4.4,1.449,25.138125330697875,35.55083081121176,1.8304841857028749,-7.802943247968622
2.9655,51.023,3.0,2.21,29.00306095420989,37.56606213462632,2.0807082519568665,-7.148342791547789
3.0383,166.777,3.0,2.505,28.679457885898618,38.59942751525136,2.189818775160552,-9.374147929272308
1.0994,177.797,2.2,2.786,94.73430468784002,118.3738766556852,7.530677551197317,-29.9435001628162
1.9084,224.9,3.0,1.611,43.79265753689102,58.39589652189911,3.5698925385083724,-14.582989662038411
4.9333,171.581,3.0,1.569,16.21080705764539,22.33509648561383,1.281408237207837,-4.868069772098297
4.2541,195.4,2.2,2.771,21.66087969655389,30.584043475608933,1.8605721575528975,-6.793870365343231
5.6132,175.406,2.2,1.197,17.56256345127545,21.269354177436167,1.300590729643318,-5.920847779276193
5.276,31.764,4.4,2.861,12.738280336730892,17.553661901773957,0.94218840336643,-3.599234103147878
1.8138,177.872,2.2,2.1,52.98370041390377,70.74496480077939,4.313331319936166,-18.172838883550668
5.4374,250.317,2.2,1.089,18.275439640982185,23.10324770196796,1.4310946132855684,-6.008374079626767
5.537,75.482,4.4,2.582,11.530622497858456,17.403718787581845,0.8870051314500755,-3.18027585004009
2.0313,89.501,2.2,1.607,47.21531370277804,56.214898909222754,3.3635441664610104,-14.053556066010644
2.6877,165.045,4.4,1.419,27.43834136812847,37.03079887763423,1.9682084671581832,-8.688759622480081
1.6861,155.629,2.2,0.905,62.33889334931597,73.5228322279154,4.291399343938804,-19.665693046644705
3.6661,264.763,4.4,2.904,17.78955294596812,28.71113195489669,1.647753027095292,-6.133541993297492
3.5497,40.367,2.2,1.52,27.840568873754705,34.96800716736421,1.9656436377177813,-7.563187591790299
1.5994,134.857,3.0,2.282,50.75426670775107,65.34164399711076,4.059153751795741,-15.20294697300355
4.9845,231.159,3.0,1.815,16.25283200758383,22.152185710866444,1.3496043244949711,-5.738947437583429
3.8979,51.437,4.4,2.088,16.800905372606945,22.66528377637985,1.2235621119408526,-4.913318941022285
1.7437,51.15,3.0,1.39,46.82216359915314,63.90754479419158,3.309207947953829,-12.681806895477497
2.9961,276.328,3.0,2.256,28.84874674369409,39.24004172842163,2.3930814528897497,-9.681034213352907
2.5658,197.682,4.4,2.565,27.50727970090424,37.71549625345093,2.2538443190623263,-8.381434803656363
2.0202,152.546,2.2,0.904,52.0500012657917,59.95116040331174,3.482508120648693,-15.789922648414702
5.5168,270.997,4.4,2.077,11.892728362732765,17.76719423846082,1.0948165105770076,-3.859529623038189
1.262,210.209,3.0,2.498,68.13422550596476,88.20119147136552,5.417444623163285,-21.986297438368528
1.6257,59.571,3.0,2.41,54.67656283190671,65.0620307507219,3.6021375769528547,-16.50837627015047
2.4216,273.112,2.2,2.17,39.25453117450011,51.595050528321714,3.4627285430877905,-13.60958282850631
4.5428,78.453,4.4,2.248,14.764642528333423,19.791090523064312,1.086079550701685,-4.270756751002384
1.6089,218.284,3.0,2.56,50.54639891688733,73.0891120775928,4.471871035162909,-17.199469385553154
2.4354,180.593,2.2,0.942,39.52049104022189,51.479880909554815,3.023166581056232,-12.697013292854338
2.637,280.986,3.0,2.756,31.035651356413656,43.212039921622136,2.913911335903306,-11.172323754530144
5.429,197.998,2.2,2.778,16.61618970624107,24.41987491112753,1.4485754922823495,-5.557907252325181
1.1288,243.602,2.2,2.033,88.54019694065903,108.0934203518686,7.61329640712107,-31.35222743508963
1.3563,211.64,4.4,1.401,52.5580567519546,69.1261436548017,3.944159282310764,-17.7333215936932
4.0865,229.269,2.2,2.706,21.929506406379364,31.59615438341508,2.1242175360881923,-7.30563741209451
1.8792,186.188,2.2,1.312,54.691727314150896,68.30586980262166,3.902424115934927,-18.681264255941528
5.6612,104.925,4.4,1.917,12.29038131465328,16.47827931359022,0.8916972419350844,-3.705082118418404
5.04,94.407,4.4,0.866,14.315787407998384,18.091020304475894,0.9547617354112704,-4.047764522642916
1.8948,68.324,3.0,2.513,42.98984239188596,55.5672911224998,3.243501475740539,-12.015023293546388
4.3261,256.754,4.4,1.345,16.324554079170632,22.39417583846176,1.2879283561255206,-5.472919508104086
5.134,178.134,4.4,2.266,12.65593035918256,18.66706358906903,1.061569669360143,-3.988676312912443
3.5907,122.998,4.4,2.923,18.050595394543635,24.806890696935454,1.453429923919171,-5.531426926253171
5.9211,177.02,2.2,0.957,16.735011683452715,20.028883935308595,1.233493262921432,-5.340780738586935
5.1996,111.98,2.2,1.71,18.85315267336938,22.69154963832457,1.4087421646469993,-5.536615632351583
4.5002,234.174,3.0,0.846,18.6297862252818,24.857710464216957,1.4637811028179444,-6.316132131290883
5.2211,258.536,3.0,1.297,16.074042562709515,22.423453772784068,1.330866206549797,-5.544165375140252
1.0472,250.605,4.4,1.501,69.91276894468344,93.35621622716836,5.5163654827491175,-24.95758256106859
5.4042,269.313,3.0,2.121,14.883466684893166,22.334719831827005,1.3121124999204328,-5.148743552250313
2.712,130.044,2.2,2.229,34.62245167240951,46.71527655704422,2.583442216341289,-10.055053141856291
1.9738,227.318,4.4,2.84,33.79869861351088,49.09736320716238,2.9759549877997937,-10.818411175639064
1.3411,40.18,3.0,2.411,65.14596458269014,80.28630717974808,4.315892846279373,-17.397898806793382
3.1872,86.977,4.4,2.031,21.32008844044222,29.30097559563929,1.5819745677307644,-6.167973515111651
1.6823,259.684,4.4,1.362,40.15562159091479,59.09922262719477,3.1496889627935563,-14.031998010180732
4.5708,204.889,4.4,2.839,13.89610837991447,20.339619472391828,1.247035625864115,-4.485427130605991
1.5525,162.795,4.4,0.967,47.01024259144037,59.47343169611489,3.201418329054016,-14.14722907095647
3.1333,259.465,4.4,1.515,22.637794303999577,33.66778905133865,1.855388387691283,-7.675766592151508
1.0852,191.549,2.2,2.839,89.64171637247019,114.6326190450468,7.585323289958419,-28.23521471115422
2.0598,194.023,2.2,1.549,47.844026832568375,60.48856642450606,3.632375070155175,-14.835192399034732
5.5059,89.368,3.0,2.012,14.184235693451038,19.169544000133,1.1340826392116912,-4.0723416734632245
2.2012,185.892,4.4,2.92,32.63033886421968,45.157124618644325,2.574999931097768,-10.468015034745545
1.9055,101.901,4.4,0.99,38.82761463576136,46.52656730586834,2.687087670906699,-11.22369124906112
4.3459,177.449,2.2,1.978,21.313422115136834,29.272721011858412,1.7747524143882332,-6.993362890182566
4.108,130.616,4.4,1.628,16.988432213272574,23.64863866561829,1.2424608219045372,-5.070707491057041
5.7883,131.21,3.0,1.024,14.854081252206836,18.118260884040613,1.0612794260298648,-4.682907270599974
3.5922,66.678,2.2,1.397,27.010870642688342,33.17857996526532,1.8699258217551695,-7.559812511178851
3.3257,248.312,3.0,2.932,23.69471910109318,35.71198301550576,2.138559591779139,-8.18161861167286
2.179,190.764,2.2,1.508,46.19299438230991,60.11112367510009,3.435052590643472,-14.76372779330098
3.4545,171.171,3.0,1.308,23.9596119982454,31.950370933592723,1.824093696336492,-7.334220587276519
1.4414,197.685,3.0,2.367,60.7241159597059,74.16245250245466,4.789925191911265,-19.207305053865355
3.2797,118.899,4.4,0.847,20.761405600232205,29.91021359998334,1.4166233911927428,-6.232188672013947
2.1813,259.425,3.0,0.925,39.79964241814135,53.25176873080339,3.059964126797995,-13.916730387406568
3.9442,118.281,2.2,2.772,22.92736621538543,31.852914909341777,1.820813859273069,-6.857034910028365
1.3834,129.398,3.0,1.19,65.25291727383052,74.747975414654,4.47047974820268,-19.61635080047788
2.9435,43.508,3.0,2.983,28.11032500715863,37.76852029039286,1.8905680453212503,-7.894191991073501
2.4777,65.01,4.4,2.934,28.828059344921098,38.63914842679439,2.012265666918899,-8.534556380088402
2.8927,215.254,3.0,1.916,28.865478770639168,40.93828727953262,2.4448868010834275,-9.205937952053462
3.409,227.774,3.0,1.01,25.322895852489506,33.863298296595445,1.934688061531472,-8.929470610743648
5.3483,81.13,4.4,1.86,12.366580337201505,16.88215287161392,0.96205232742018,-3.7128572190825926
3.7151,160.627,4.4,1.511,18.12703671811619,25.106435328452744,1.4372662019809708,-5.609198935269359
2.0281,64.565,3.0,2.777,40.60145885757199,53.71745836970357,3.017411252093261,-12.103913481010164
4.7573,138.492,3.0,1.339,18.29297137722163,24.515295440658075,1.2706423133835305,-5.679968541164036
4.6007,156.373,2.2,1.204,21.25974720401256,28.54345259338248,1.5602033823118893,-6.494374284949143
3.6473,131.12,3.0,1.922,21.96836793104656,28.858237232758032,1.6633246584212915,-6.322258665160743
3.276,36.83,4.4,2.008,20.73128649412123,27.47504776387438,1.4079408808904292,-5.607460335335944
3.9035,108.527,2.2,1.046,24.464064936068,31.576518367067457,1.6651803070324396,-7.252550497319673
4.9347,292.248,3.0,2.685,16.130979609861164,24.44334006202613,1.4796486605721908,-5.68254832020983
5.372,48.838,3.0,1.299,14.805180552675443,20.625087092648428,1.0540417797401187,-4.0850140438338
3.339,137.639,3.0,2.593,24.80461373649092,33.32161127437794,1.9393481798646064,-7.762027531562935
5.8706,105.759,2.2,1.261,17.235818942495666,20.82494431862316,1.2232430066355091,-5.385477957231862
1.8946,127.652,2.2,1.9,50.48813592885317,62.37092462518172,3.842156128525683,-14.020737078089038
3.6434,149.037,2.2,2.888,24.991045664157877,32.226055985510335,2.103353855102603,-7.364660109569737
1.6877,232.148,4.4,1.186,41.817991159252905,59.74510112324398,3.2350927737869366,-14.28771690091452
1.0109,232.232,4.4,2.587,70.1190582758164,101.24154997535727,5.852287600547602,-22.33746608111933
3.9932,86.731,3.0,2.462,21.34060459080185,25.90882767874218,1.588259687405985,-6.405696507912992
3.5337,265.93,2.2,2.458,27.130239089547977,38.26241695284039,2.391762543363948,-9.04769384618925
3.3337,184.263,4.4,1.012,21.883762046521184,30.270731915592364,1.5114188695044375,-6.949526656173914
4.9444,225.367,3.0,2.782,16.167294198327305,24.07281148056755,1.437450586865995,-5.219161573497046
2.4233,220.013,3.0,2.597,35.968070619996034,47.53407293284355,2.8552507010830146,-11.89094211712517
4.3485,193.681,2.2,2.143,22.89191417232388,30.101066014487856,1.8565164884839196,-7.3638897376882015
2.8845,140.702,2.2,2.71,34.679253757757856,45.29640796705494,2.7021675055598595,-10.300252662420869
3.9086,57.414,2.2,2.92,24.007557367081745,31.75398211585968,1.857460434610092,-6.474743278567749
3.9831,297.479,2.2,2.924,22.776715632677774,32.82257033545403,2.213539985047549,-8.351628386704348
2.013,168.047,3.0,2.556,43.78375520893322,52.61222547437089,3.1503733795237903,-13.931025437926989
1.9257,204.649,2.2,0.979,51.02544597409354,63.93124635980897,3.796333608196379,-17.331645242590223
2.8354,92.386,4.4,1.416,26.044096371854828,31.3361724552703,1.7343446723874665,-7.7273378900136285
5.5715,230.322,4.4,2.212,11.362535810261058,17.032251633771484,1.021665975072961,-3.859498110950383
3.7745,91.202,4.4,2.652,18.230935085850746,24.16712859333169,1.327456652497192,-5.679101544182306
5.4398,208.607,3.0,2.015,15.067959121521843,21.713478711870145,1.2512310730964138,-5.0897258335539215
3.6029,173.764,4.4,0.854,20.151296545934475,26.30462720045221,1.3800423604549548,-6.8646483930363305
3.0892,69.049,2.2,2.763,30.30688415578983,40.0733316876743,2.186894317643384,-8.615331758637154
5.9126,254.615,3.0,2.184,13.67878064112204,18.75258595317172,1.178740174534238,-4.849813769596192
4.9478,55.838,4.4,1.746,13.962327710952444,19.11980561669842,0.9752744536417484,-4.093290515183472
4.41,284.811,4.4,2.278,15.6958599551585,23.97030899408856,1.340658619660689,-5.650198531644867
3.6233,148.859,4.4,2.16,18.93807499811967,27.350981076499217,1.4886784274730096,-6.064662622883848
4.1251,116.221,3.0,2.19,20.05945286696024,26.72331199336415,1.4718254109617774,-5.872116925912959
3.9603,229.802,3.0,1.378,21.31579315447892,30.41428046728407,1.69335125732034,-7.176228189569238
5.7371,140.355,3.0,1.281,14.537810901623162,19.2723242860873,1.144172683813185,-4.693410623112226
3.8533,56.882,2.2,2.305,23.877278156771624,29.98967464483772,1.7575048729386875,-6.297109373838388
5.1896,274.461,2.2,0.97,19.86756277742832,24.99202190769098,1.5598809626868244,-6.646064337985118
5.4971,168.58,2.2,0.972,18.710281835102005,23.758627388917738,1.2562314827062155,-5.927642936013811
2.8592,44.861,2.2,1.255,34.933661688291366,41.94402040597016,2.2725554948681723,-9.743370558540914
4.559,187.219,2.2,1.112,21.466729548950187,27.870099254463213,1.5979936106559025,-6.683811330972671
1.3777,261.346,2.2,0.978,69.95897997085407,92.07756225445956,5.688161146259626,-25.010778994780047
2.0047,64.55,2.2,2.404,50.966688808940106,60.5280991984856,3.647063713237381,-14.177486440396816
3.048,36.403,2.2,1.771,33.09218254550165,41.05546230032629,2.1832276057050444,-9.100808213055872
2.4744,57.237,4.4,1.139,28.30262332135352,37.95144886711686,1.8905716496482947,-8.623682874422943
5.8608,231.037,4.4,0.842,12.20342075977686,17.59456478571377,0.9413286215700944,-4.194206834221588
2.8159,281.612,4.4,1.544,25.613552919017117,36.493207639814486,2.0066769910043645,-8.480837764095975
3.152,104.105,2.2,2.177,32.34900616927743,38.63578569230409,2.2878227988995232,-9.439289906434814
2.1278,137.931,4.4,1.082,33.44908186015359,43.99694233482165,2.359961155429002,-10.66873489766116
2.5255,52.19,4.4,2.362,26.302881520650875,34.59229079883692,1.9628958135409171,-6.556205764684926
5.1308,61.436,4.4,2.937,12.515500564909846,17.978846740639707,1.0109590782678737,-3.615642185814201
1.8208,277.787,3.0,2.833,47.42409325069694,67.55027131864271,3.959155519507165,-17.273121755679295
4.8189,30.884,3.0,1.023,17.83234485176101,22.8564737688767,1.1424192000317903,-4.735926604700571
4.4862,173.604,3.0,1.622,19.06556965154011,23.62024498089746,1.403181037963236,-6.164117254069091
5.4207,112.181,2.2,1.244,18.10238799885749,23.069001539105493,1.3070788638397468,-5.048431391222853
1.5132,185.422,3.0,1.764,55.75609148579122,74.35318651920086,4.3447106449495925,-18.117048076541863
5.384,89.502,4.4,2.826,12.082404247195976,17.009120814064893,0.9736546034155696,-3.555595014774726
4.3821,140.734,4.4,1.064,16.321073031649508,22.632435100324564,1.1541813510133845,-5.163162816085972
2.3351,43.176,4.4,1.696,29.73418333264236,40.08872704366151,2.049152019521817,-7.964551796484743
3.495,81.014,3.0,2.118,24.719382672223876,29.439977789019064,1.743789171790577,-7.185013319150964
5.2547,201.831,2.2,2.676,16.81231201166426,23.873713186525844,1.5144044790810205,-5.671997613441432
4.517,60.383,4.4,2.911,15.257376830645176,20.843646714506303,1.089482157875925,-4.127966869196655
5.6793,62.216,3.0,1.696,13.940885025394593,19.24610658531428,1.0137100423045389,-3.815721951245117
3.2534,148.999,2.2,1.601,30.790341514396587,37.90934748577611,2.3089121393302765,-9.480194035166829
1.4736,223.99,3.0,0.967,57.70758487942796,74.70256564587835,4.46779944230267,-18.5611886734901
3.5927,106.98,4.4,1.665,19.367462932855453,24.824062149197157,1.3872470332888798,-4.974278415845099
3.6715,230.507,3.0,1.749,23.348298437426248,30.633414078081287,1.8692707365305183,-7.950815582261332
5.742,34.765,4.4,2.813,10.869804422434978,16.104940050533106,0.8593003804856679,-2.7799783027990186
5.7104,37.99,2.2,2.083,16.38110245562875,21.308918542677286,1.2150432149583177,-4.376794414280617
5.0009,221.609,3.0,1.869,15.689992980936896,22.892437688294685,1.3999237378027145,-5.559016653246927
5.1783,224.721,2.2,2.987,17.289016796879586,23.4960438275442,1.5877215521315693,-5.731868561289068
3.0438,46.501,3.0,1.406,27.842827356541765,34.002174148584245,1.835457895534308,-7.585334547655772
5.533,166.012,4.4,2.056,12.56784401360306,16.674147244734588,1.0116096467874374,-4.009107444323653
4.7571,116.228,4.4,2.278,14.148705249477011,20.615439467385347,1.0603947128827644,-4.5147233011737455
2.8738,238.803,3.0,1.352,28.525508718180543,40.87252199003457,2.365432537799244,-9.825209898412824
1.1952,259.882,2.2,1.712,86.8441975140875,113.91853519461056,6.712512000231449,-29.533423767572845
2.299,250.745,4.4,2.162,30.288966664873136,45.52417301390653,2.5224515294012906,-10.846222978806754
1.1754,119.984,2.2,2.093,86.0495214060152,105.3883690643512,6.160497909054238,-26.985849267098107
4.2951,186.722,2.2,1.173,23.177257643685152,29.41370385096828,1.7159120421179652,-7.191889325620831
3.407,274.435,3.0,1.304,25.37355365582745,33.15517993017804,1.99273247199712,-9.00926087691804
3.1979,244.59,4.4,0.866,21.732457243444458,31.75616683478161,1.731585220883073,-7.023235871401111
2.3705,159.069,3.0,2.348,35.37679346206981,45.63413003354086,2.744790678545749,-10.687574181377908
2.8723,154.045,4.4,2.582,23.735483652581053,31.629415099539276,1.8724516574374843,-7.17764589576938
2.2979,74.314,3.0,2.384,35.94616604696158,46.34528321797488,2.6346142273948794,-9.443902445878091
2.6728,275.072,2.2,1.253,36.182384051911534,51.61895264583158,3.046432223266979,-12.744874264355747
2.9357,78.637,4.4,0.824,23.434653634039783,31.553964897305583,1.6448359045640335,-6.706331445729648
3.9524,235.671,4.4,0.98,17.437930184285868,24.15302451284501,1.3226053054195646,-5.402017069450069
2.3379,293.165,4.4,1.075,31.05054238444275,43.44875136371054,2.4337897453340736,-10.263565812424392
4.8997,208.119,2.2,2.575,19.5271865102129,24.69290869842246,1.732264757616277,-6.29167037243734
2.4531,121.702,2.2,1.803,39.3642503406473,48.59347940345003,2.857883426896384,-11.646881947584529
4.4493,100.456,2.2,1.728,21.15534856816526,27.48831131878548,1.6429021382437776,-6.1452626379426825
2.8188,284.083,3.0,1.936,30.253502493395136,43.55419909028699,2.530651255514781,-11.290322999806556
5.1712,172.225,2.2,1.355,19.071203005856443,23.564259238760897,1.4126952292073185,-6.280241312527416
4.2408,108.421,4.4,1.841,15.689220347151103,23.28549580767651,1.1578530347979117,-4.555005665720123
4.3141,85.518,2.2,1.567,23.133075966442657,28.337347615594226,1.698914346816137,-6.788027304320179
5.9855,223.291,4.4,2.101,10.913892255471875,17.13361770857021,0.948320605819972,-3.6865714956018527
1.4999,254.239,2.2,2.787,66.51869867306445,85.87305443282393,5.497367528858498,-22.982136266521582
4.9374,248.716,2.2,1.478,19.65586744194565,26.290732287543,1.6178811269461388,-6.960981021161532
3.4319,112.871,4.4,1.329,21.05108168740959,27.73373296750172,1.436444164965499,-6.223499942838051
4.6793,292.17,2.2,2.831,20.50508124389584,28.028226551639488,1.9012423594690568,-6.9029447952485725
5.3601,35.397,4.4,2.362,12.775576910651491,16.302276444159943,0.9368605600402377,-3.421663289871089
4.7491,244.758,2.2,2.653,19.19766588090706,28.401798943746265,1.7880964742407386,-6.026071750457607
5.1836,117.322,4.4,1.006,13.080428759663944,18.292291664212375,0.9502618495494082,-3.581128446163538
1.2907,123.604,3.0,2.047,64.37648769116414,85.02951404653662,4.720189441997641,-18.10192428269182
3.4434,199.52,4.4,1.331,20.018783225437108,27.072415574376983,1.5531045765739904,-6.493854640430664
2.7025,231.395,2.2,1.682,36.666460952901325,47.75865159314602,2.875868093779352,-12.74401828568397
3.5426,75.942,2.2,2.854,25.83847874959533,35.33157327140383,2.040634617545763,-7.370963740525936
2.8077,163.079,3.0,2.792,30.67277519128114,41.97794096542665,2.441930241847289,-10.608465548535111
5.9943,165.343,4.4,1.635,11.836602076273754,15.960197334315804,0.8585172322909287,-3.840906643959511
4.6345,232.722,3.0,2.031,17.0813312866735,24.173720213269718,1.4822948698744682,-5.625672910563252
4.1507,224.738,4.4,2.169,16.43277385361177,23.70451156094354,1.3754713984713776,-5.315189177646373
3.2089,235.034,4.4,2.214,21.065334919525803,29.109173392561864,1.7642336491334518,-7.375133303117735
3.5826,195.441,3.0,1.709,22.52470973127537,31.474518218773007,1.8863892509178488,-7.524267205594215
5.7704,94.038,4.4,2.794,10.91229136994036,16.966445981390315,0.9063024914726536,-3.331351853704428
2.0568,191.567,4.4,1.194,34.82859173300506,49.11015332792546,2.574598428781651,-11.623127715755546
2.0676,87.366,2.2,1.965,48.314740529374376,58.67570503666548,3.420293186176043,-13.269361464575178
3.662,230.659,3.0,1.217,23.159754282527548,30.334618745822908,1.8048936509972937,-7.191044798633972
5.7712,207.004,4.4,1.556,11.759981076101004,17.705943360750712,0.9400718459993282,-4.069786087623403
3.0694,190.247,3.0,0.878,28.924978652358803,36.9056587271885,2.068667048013997,-9.598387313536984
5.9818,152.906,2.2,0.962,16.921053178437965,21.324919861650887,1.186426850923592,-5.24005550514343
2.639,61.688,4.4,1.467,26.969628435304383,35.109412401051344,1.8165687475594208,-7.152127048055184
3.6299,36.38,4.4,2.236,19.24714108693189,23.73464344978013,1.3534739409574328,-5.109434520934516
2.6837,32.32,3.0,2.929,30.657653907879677,37.24789346075523,2.231672592009012,-8.837473559517557
5.8659,221.366,4.4,0.829,11.868860011042983,17.275169660738264,0.9331437087058316,-4.117763655608149
1.848,185.64,2.2,2.549,55.23352961721416,71.47267873029287,4.351164305523456,-16.759226274439012
1.4174,178.122,2.2,1.204,67.32433027275131,84.80622902739378,5.058664950856265,-21.14321871832044
3.5095,237.02,2.2,2.146,28.58110288127194,38.05861579187625,2.3757917901432344,-9.82184607079294
4.555,236.82,4.4,2.445,14.329906161200608,21.97945179512295,1.2606741549030676,-5.215107824336606
3.6652,285.546,3.0,1.354,23.096409955096792,31.757569301909832,1.8921304965924024,-7.897231764574115
1.1524,211.521,4.4,2.224,62.84690503340673,86.75805608112763,4.99385049900999,-20.249290885587964
5.86,103.337,3.0,2.525,13.800095618264292,18.129151304450165,1.0666219529132153,-4.153715617557759
4.3631,136.839,2.2,1.084,21.68790679806129,27.61827836360635,1.6245284360038814,-6.219747980256683
5.8651,285.465,4.4,2.828,10.825184611833135,17.93914362615946,1.0521866431073936,-3.985737122139204
4.3149,253.142,2.2,2.354,22.065558400729508,28.37276386124859,2.003120010767152,-7.720456404435244
1.5778,42.992,2.2,1.969,65.58480650085919,77.28935191761113,4.166904759843042,-19.044445216589786
5.7759,186.374,3.0,2.298,13.139616057677902,19.388456413603244,1.1809717207872006,-4.266384567988673
4.377,287.908,2.2,2.699,22.04014087981072,30.374189540649663,2.010854337963781,-7.253074608365312
5.2442,105.324,2.2,2.772,17.25359146289103,24.381404041434905,1.407882011048997,-5.193442423411335
